Region,Issues,Minor,MinorTimestamp,Major,MajorTimestamp,ClosingEmbassies
"Ferrari","WFE, Embassies",7,"0:00:07",10,"0:00:10",False
"South America Union","WFE, RO, Embassies",9,"0:00:09",13,"0:00:13",False
"CLC","WFE, RO, Embassies",11,"0:00:11",16,"0:00:16",False
"Kentucky Fried Chicken","RO",31,"0:00:31",47,"0:00:47",False
"Oracle of His Ashes","WFE, Embassies",32,"0:00:32",48,"0:00:48",False
"Bongregion","RO, Embassies",32,"0:00:32",49,"0:00:49",False
"Organization of Moscow Pact","RO, Embassies",32,"0:00:32",49,"0:00:49",False
"Card Defenders Alliance","WFE, RO, Embassies",32,"0:00:32",49,"0:00:49",False
"Union of Republic States","WFE, RO, Embassies",34,"0:00:34",51,"0:00:51",False
"The Allied Federation","WFE, RO, Embassies",34,"0:00:34",51,"0:00:51",False
"Jade Was Here","RO, Embassies",34,"0:00:34",52,"0:00:52",False
"abrupt","RO",34,"0:00:34",52,"0:00:52",False
"Commonwealth Of United Kingdom","WFE, Embassies",34,"0:00:34",52,"0:00:52",False
"The United Meritocrats","WFE, RO, Embassies",35,"0:00:35",53,"0:00:53",False
"The furry union","RO",38,"0:00:38",57,"0:00:57",False
"acceptable","WFE, RO, Embassies",43,"0:00:43",64,"0:01:04",False
"Les Rouge Mann","WFE, Embassies",43,"0:00:43",64,"0:01:04",False
"Riverhide","RO, Embassies",43,"0:00:43",64,"0:01:04",False
"Racoonist Confederation","Embassies",45,"0:00:45",68,"0:01:08",False
"The Collective Nations of Chungus","RO",45,"0:00:45",68,"0:01:08",False
"diomnlark","WFE, RO, Embassies",47,"0:00:47",70,"0:01:10",False
"Senko Sans Palace","WFE, RO, Embassies",48,"0:00:48",72,"0:01:12",False
"the dictorship of covenant","Embassies",48,"0:00:48",72,"0:01:12",False
"Raspuland","RO",49,"0:00:49",73,"0:01:13",False
"Yamstan Invasioxz","WFE, Embassies",49,"0:00:49",74,"0:01:14",False
"The Mythic Isles","WFE, RO, Embassies",49,"0:00:49",74,"0:01:14",False
"United Conservative Alliance","RO",50,"0:00:50",75,"0:01:15",False
"The NationStates Commonwealth","WFE, RO, Embassies",51,"0:00:51",76,"0:01:16",False
"Der Deutsche Staatenbund","WFE, Embassies",51,"0:00:51",77,"0:01:17",False
"Warzone AOAN","WFE, RO, Embassies",52,"0:00:52",78,"0:01:18",False
"Open Ocean 7","RO, Embassies",53,"0:00:53",80,"0:01:20",False
"Protective Realm","WFE",55,"0:00:55",83,"0:01:23",False
"The Ancient Republican States","WFE, RO, Embassies",55,"0:00:55",83,"0:01:23",True
"Elite Warriors","Embassies",57,"0:00:57",85,"0:01:25",False
"God clan","RO, Embassies",59,"0:00:59",89,"0:01:29",False
"CORPORATE SECTOR AUTHORITY","WFE, Embassies",59,"0:00:59",89,"0:01:29",False
"Gelre","WFE",61,"0:01:01",91,"0:01:31",False
"United Federation of Peace and Freedom","WFE",73,"0:01:13",109,"0:01:49",False
"The South Intermediate Lands","WFE, Embassies",74,"0:01:14",110,"0:01:50",False
"Bongo","RO, Embassies",74,"0:01:14",111,"0:01:51",False
"The Concord of Nations","WFE",74,"0:01:14",111,"0:01:51",False
"BJKB","WFE, RO, Embassies",79,"0:01:19",118,"0:01:58",False
"Sinic States","WFE, RO, Embassies",79,"0:01:19",118,"0:01:58",False
"Aorda","WFE, RO, Embassies",79,"0:01:19",118,"0:01:58",False
"The Ancient Realm","Embassies",80,"0:01:20",121,"0:02:01",False
"Behind M4","Embassies",85,"0:01:25",128,"0:02:08",False
"The 501st Legion","WFE",85,"0:01:25",128,"0:02:08",False
"The Worlds Zoo","WFE, Embassies",86,"0:01:26",129,"0:02:09",False
"Kingdom of Mathematics","RO, Embassies",86,"0:01:26",130,"0:02:10",False
"sad","RO",88,"0:01:28",133,"0:02:13",False
"Czerchov","WFE, RO, Embassies",89,"0:01:29",134,"0:02:14",False
"The Tundra Archipelago States","RO, Embassies",90,"0:01:30",136,"0:02:16",False
"Hexalia","WFE, RO, Embassies",90,"0:01:30",136,"0:02:16",False
"Dragonborn Confederate","WFE, RO, Embassies",91,"0:01:31",137,"0:02:17",False
"Abayan Reigon","Embassies",99,"0:01:39",148,"0:02:28",False
"Darkhaven","RO",99,"0:01:39",149,"0:02:29",False
"Shizei","RO",99,"0:01:39",149,"0:02:29",False
"Umesh","RO",100,"0:01:40",150,"0:02:30",False
"The Roleplay Chessboard","WFE, Embassies",101,"0:01:41",151,"0:02:31",False
"Better Lands Of The Oooga Booga","WFE, Embassies",104,"0:01:44",156,"0:02:36",False
"Coral Reef 10","RO",107,"0:01:47",160,"0:02:40",False
"United Soviet Federation","WFE",107,"0:01:47",160,"0:02:40",False
"The New State of Germani Prussia","RO, Embassies",107,"0:01:47",161,"0:02:41",False
"Combine world","WFE, RO, Embassies",108,"0:01:48",162,"0:02:42",False
"hugy wugy escapa roblox fortnite juego p","WFE",108,"0:01:48",162,"0:02:42",False
"National Republic Of Pugnator","RO",108,"0:01:48",162,"0:02:42",False
"Celtic Nations","WFE, RO, Embassies",108,"0:01:48",162,"0:02:42",False
"Le Royaume de France","WFE, Embassies",109,"0:01:49",163,"0:02:43",False
"Realm ov Autistik Ordenstaats","WFE, Embassies",109,"0:01:49",164,"0:02:44",False
"Erruwon","RO, Embassies",109,"0:01:49",164,"0:02:44",False
"Ascensionsen","RO",114,"0:01:54",171,"0:02:51",False
"Owls","WFE, Embassies",115,"0:01:55",172,"0:02:52",False
"Sovishire farmboys","RO",115,"0:01:55",173,"0:02:53",False
"The Lands Wayyyyy Down Under","WFE, RO, Embassies",116,"0:01:56",174,"0:02:54",False
"Grand Forks Central Political Alliance","WFE, RO, Embassies",117,"0:01:57",175,"0:02:55",False
"academy","WFE, RO, Embassies",117,"0:01:57",175,"0:02:55",False
"Jack Daniels","WFE, RO, Embassies",117,"0:01:57",176,"0:02:56",False
"abounded","RO, Embassies",117,"0:01:57",176,"0:02:56",False
"Happy Valley","WFE, Embassies",118,"0:01:58",177,"0:02:57",False
"Federation of Nation and Freedom","WFE, RO, Embassies",120,"0:02:00",180,"0:03:00",False
"Contumacious","RO",121,"0:02:01",181,"0:03:01",False
"The Holy Federation of Dunkeld","RO",123,"0:02:03",184,"0:03:04",False
"Qwertyuiopasdfghjklzxcvbnm","Embassies",124,"0:02:04",186,"0:03:06",False
"Disasters","RO",125,"0:02:05",187,"0:03:07",False
"acceptance","WFE, Embassies",126,"0:02:06",188,"0:03:08",False
"Religious Freedom","WFE, RO, Embassies",126,"0:02:06",188,"0:03:08",False
"Epic Gamers","WFE, RO, Embassies",127,"0:02:07",190,"0:03:10",False
"Mutually Assured Posting","WFE, Embassies",130,"0:02:10",194,"0:03:14",False
"Kiansia Continent","RO, Embassies",133,"0:02:13",200,"0:03:20",False
"Sokial","WFE",133,"0:02:13",200,"0:03:20",False
"The United Entente","Embassies",133,"0:02:13",200,"0:03:20",False
"SEPERATIST ONLY","RO",133,"0:02:13",200,"0:03:20",False
"The Rushianian Commonwelth","WFE, Embassies",136,"0:02:16",204,"0:03:24",False
"Freeland Republic","WFE, Embassies",136,"0:02:16",205,"0:03:25",False
"Southern United Peoples","WFE, RO, Embassies",138,"0:02:18",208,"0:03:28",False
"The Empire of Gilderon","Embassies",143,"0:02:23",215,"0:03:35",False
"Communist and Socialist Faction","RO, Embassies",143,"0:02:23",215,"0:03:35",False
"Alternative do NationStates","WFE, RO, Embassies",144,"0:02:24",216,"0:03:36",False
"Dorito Juice","RO, Embassies",144,"0:02:24",217,"0:03:37",False
"abolitionary","Embassies",149,"0:02:29",224,"0:03:44",False
"Pilgrimags Region","WFE, RO, Embassies",151,"0:02:31",227,"0:03:47",False
"The Land of Dweebs","Embassies",152,"0:02:32",228,"0:03:48",False
"The Kindly Barracks of the Soup Legion","RO",152,"0:02:32",228,"0:03:48",False
"Yisrael","RO, Embassies",152,"0:02:32",228,"0:03:48",False
"Commonwealth Federation","RO, Embassies",154,"0:02:34",231,"0:03:51",False
"Northern Atlantic Ocean","RO, Embassies",163,"0:02:43",245,"0:04:05",False
"Kostenlos","WFE, RO, Embassies",163,"0:02:43",245,"0:04:05",False
"The Democracy Pact","WFE, Embassies",164,"0:02:44",246,"0:04:06",False
"Water Water Everywhere But Not a Drop To","RO",164,"0:02:44",246,"0:04:06",False
"The ULN","RO",171,"0:02:51",257,"0:04:17",False
"Piglandpoop","RO, Embassies",171,"0:02:51",257,"0:04:17",False
"Zawdisian Union","RO, Embassies",171,"0:02:51",257,"0:04:17",False
"The Koprulu Sector","WFE, Embassies",171,"0:02:51",257,"0:04:17",False
"The Collective States Of Utopia","WFE, Embassies",172,"0:02:52",258,"0:04:18",False
"Pandoran States","WFE, RO, Embassies",172,"0:02:52",258,"0:04:18",False
"Western warzone advance","WFE, RO, Embassies",173,"0:02:53",259,"0:04:19",False
"Unitarian Union","Embassies",190,"0:03:10",285,"0:04:45",False
"South Asian Association for Cooperation","WFE",190,"0:03:10",286,"0:04:46",False
"Deep Sea 4","RO, Embassies",191,"0:03:11",287,"0:04:47",False
"Commonwealth of Geopolitics","Embassies",191,"0:03:11",287,"0:04:47",False
"Empire of British Embassies","Embassies",194,"0:03:14",291,"0:04:51",False
"West Nuhien ASF","WFE, Embassies",194,"0:03:14",291,"0:04:51",False
"Gentlemen Club","WFE, RO, Embassies",197,"0:03:17",296,"0:04:56",False
"Sea slavs","RO",198,"0:03:18",297,"0:04:57",False
"The Holy Church of Roads","RO",198,"0:03:18",297,"0:04:57",False
"The Family","WFE, Embassies",201,"0:03:21",301,"0:05:01",False
"Dunanskian Union","WFE, Embassies",201,"0:03:21",302,"0:05:02",False
"academically","RO, Embassies",203,"0:03:23",304,"0:05:04",False
"The world of nation","Embassies",203,"0:03:23",305,"0:05:05",False
"Dixies land","RO",204,"0:03:24",306,"0:05:06",False
"Ravioli","WFE, Embassies",208,"0:03:28",312,"0:05:12",False
"accommodation","WFE, Embassies",213,"0:03:33",320,"0:05:20",False
"Duuloc","RO, Embassies",213,"0:03:33",320,"0:05:20",False
"South india","RO",215,"0:03:35",322,"0:05:22",False
"Crandallian","RO",215,"0:03:35",323,"0:05:23",False
"Swapania","RO",217,"0:03:37",325,"0:05:25",False
"New Tahiti","WFE, Embassies",219,"0:03:39",328,"0:05:28",False
"Corleone","RO, Embassies",219,"0:03:39",328,"0:05:28",False
"Trinitarium","WFE, RO, Embassies",219,"0:03:39",329,"0:05:29",False
"The Wrong Neighborhood","WFE, Embassies",219,"0:03:39",329,"0:05:29",False
"International Space Station","WFE, Embassies",221,"0:03:41",331,"0:05:31",False
"The Very Free Land Of Surrin Shales","RO, Embassies",221,"0:03:41",332,"0:05:32",False
"Groovy","Embassies",222,"0:03:42",333,"0:05:33",False
"Beljiotena","RO, Embassies",223,"0:03:43",334,"0:05:34",False
"Pavlovic Pact","WFE, Embassies",224,"0:03:44",336,"0:05:36",False
"FEDERATION OF AMERICA EUROPE AND SOUTH A","Embassies",225,"0:03:45",337,"0:05:37",False
"Uniao da Cracolandia","RO, Embassies",230,"0:03:50",345,"0:05:45",False
"Veurrfold","WFE, RO, Embassies",230,"0:03:50",345,"0:05:45",False
"NationState Monarchists","RO",231,"0:03:51",346,"0:05:46",False
"Irrelia","RO",231,"0:03:51",346,"0:05:46",False
"Tabarian Union","RO, Embassies",231,"0:03:51",346,"0:05:46",False
"Alternio","RO, Embassies",231,"0:03:51",346,"0:05:46",False
"The Tavern","RO",242,"0:04:02",363,"0:06:03",False
"Dreamlands of Phantasia","WFE, RO, Embassies",242,"0:04:02",364,"0:06:04",False
"becn","RO",244,"0:04:04",366,"0:06:06",False
"5th Alabama War of Rights Nationstates","Embassies",245,"0:04:05",368,"0:06:08",False
"The United Democratic Republics","RO, Embassies",246,"0:04:06",369,"0:06:09",False
"Unified Countries Democratic Assembly","RO",246,"0:04:06",369,"0:06:09",False
"NFT","WFE, RO, Embassies",246,"0:04:06",370,"0:06:10",False
"The Solar System","WFE, RO",246,"0:04:06",370,"0:06:10",False
"region with the word Tractor in it","RO, Embassies",250,"0:04:10",375,"0:06:15",True
"Confederacy of Pretentious Douchebags","WFE, RO",250,"0:04:10",375,"0:06:15",False
"Duthel Pact","WFE, RO, Embassies",250,"0:04:10",375,"0:06:15",False
"Mytholandtis","Embassies",253,"0:04:13",379,"0:06:19",False
"The Union of Rightwing Nations","WFE, RO, Embassies",260,"0:04:20",390,"0:06:30",False
"North Brightia","WFE, RO, Embassies",262,"0:04:22",393,"0:06:33",True
"Oddness","RO, Embassies",274,"0:04:34",411,"0:06:51",False
"Apulie","WFE, RO, Embassies",274,"0:04:34",411,"0:06:51",False
"Jackos Twisted Pretzel arena","WFE, Embassies",274,"0:04:34",411,"0:06:51",False
"Catharsis","RO, Embassies",275,"0:04:35",412,"0:06:52",False
"Continente perdido","RO, Embassies",275,"0:04:35",412,"0:06:52",False
"Shattered Plans","RO, Embassies",276,"0:04:36",414,"0:06:54",False
"The Lone Wolves United","WFE, RO, Embassies",277,"0:04:37",415,"0:06:55",False
"Iron Clad Union","RO, Embassies",277,"0:04:37",415,"0:06:55",False
"Meme","Embassies",288,"0:04:48",431,"0:07:11",False
"Aurora Union","RO",288,"0:04:48",431,"0:07:11",False
"Pikachu","RO",288,"0:04:48",432,"0:07:12",False
"Cafe","RO",288,"0:04:48",432,"0:07:12",False
"Shirika","WFE, RO, Embassies",293,"0:04:53",440,"0:07:20",False
"The Cegedian Isles","WFE, RO, Embassies",294,"0:04:54",441,"0:07:21",False
"New yonder","WFE, Embassies",294,"0:04:54",441,"0:07:21",False
"The Federation of Independent States","WFE, RO, Embassies",295,"0:04:55",443,"0:07:23",False
"Confederation Of Great Nations","Embassies",296,"0:04:56",444,"0:07:24",False
"Mars Command","WFE, Embassies",296,"0:04:56",445,"0:07:25",False
"Coalition of Water","WFE, Embassies",302,"0:05:02",453,"0:07:33",False
"Chebureks Paradise","RO, Embassies",302,"0:05:02",453,"0:07:33",False
"Shurhands Alliance","Embassies",302,"0:05:02",453,"0:07:33",False
"The Grand Citadel","WFE, RO, Embassies",302,"0:05:02",454,"0:07:34",False
"Greater Spain","RO, Embassies",302,"0:05:02",454,"0:07:34",False
"abated","Embassies",304,"0:05:04",456,"0:07:36",False
"Nevil region","RO, Embassies",305,"0:05:05",457,"0:07:37",False
"The Boys LLC","WFE, Embassies",306,"0:05:06",459,"0:07:39",False
"Centang","Embassies",351,"0:05:51",527,"0:08:47",False
"Basaintco","RO",354,"0:05:54",531,"0:08:51",False
"Warzone TMC","RO",354,"0:05:54",532,"0:08:52",False
"Timoristan","RO",354,"0:05:54",532,"0:08:52",False
"Union of Slavic Socialist States","WFE, Embassies",357,"0:05:57",536,"0:08:56",False
"Pilipinas","RO, Embassies",357,"0:05:57",536,"0:08:56",False
"The Realm of Kaiser","WFE, RO, Embassies",361,"0:06:01",542,"0:09:02",False
"LNF Beach","WFE, RO, Embassies",361,"0:06:01",542,"0:09:02",False
"4th International Socialist Union","WFE, RO, Embassies",361,"0:06:01",542,"0:09:02",False
"Coal kingdom the 7th","WFE, Embassies",361,"0:06:01",542,"0:09:02",False
"abstrusely","WFE, RO, Embassies",363,"0:06:03",545,"0:09:05",False
"Irpland","RO, Embassies",363,"0:06:03",545,"0:09:05",False
"The forbidden kingdom","Embassies",375,"0:06:15",563,"0:09:23",False
"the dipomy federation","WFE, RO, Embassies",376,"0:06:16",564,"0:09:24",False
"Orlando Florida","RO, Embassies",376,"0:06:16",564,"0:09:24",False
"The Eurovision Region","WFE, RO, Embassies",376,"0:06:16",564,"0:09:24",False
"Scawtia","WFE, Embassies",377,"0:06:17",565,"0:09:25",False
"The Confederacy of Unified States","WFE, RO, Embassies",377,"0:06:17",566,"0:09:26",False
"The Outer Rim","RO",377,"0:06:17",566,"0:09:26",False
"The North Pacific rebellion","RO, Embassies",382,"0:06:22",573,"0:09:33",False
"Dixian Archipelago","RO, Embassies",382,"0:06:22",573,"0:09:33",False
"The Revenger Federation","WFE, Embassies",383,"0:06:23",574,"0:09:34",False
"Euros","WFE, RO, Embassies",390,"0:06:30",584,"0:09:44",False
"newingtonia","WFE, Embassies",390,"0:06:30",585,"0:09:45",False
"Union of Pagan Nations","WFE, RO, Embassies",390,"0:06:30",585,"0:09:45",False
"Greater Nova York","RO",392,"0:06:32",587,"0:09:47",False
"Democratic Republic","RO",392,"0:06:32",588,"0:09:48",False
"Real boy archipelago","RO",393,"0:06:33",589,"0:09:49",False
"Glory Universalis","Embassies",394,"0:06:34",590,"0:09:50",False
"UCO","Embassies",394,"0:06:34",591,"0:09:51",False
"NationStates Fanfics","RO, Embassies",395,"0:06:35",592,"0:09:52",False
"The United Confederacy","WFE, RO, Embassies",398,"0:06:38",597,"0:09:57",False
"Plush United","Embassies",404,"0:06:44",606,"0:10:06",False
"Ostia","RO, Embassies",404,"0:06:44",607,"0:10:07",False
"accelerate","WFE, Embassies",405,"0:06:45",608,"0:10:08",False
"Kaiser Might","WFE, RO, Embassies",417,"0:06:57",626,"0:10:26",False
"State Sovereignty Pact","WFE, RO, Embassies",418,"0:06:58",627,"0:10:27",False
"Corona Australis","Embassies",418,"0:06:58",627,"0:10:27",False
"The commonwealth of Comradeship","RO",429,"0:07:09",643,"0:10:43",False
"The United Nations of the Atlantic","WFE, Embassies",429,"0:07:09",644,"0:10:44",False
"Belvalian Union","RO",459,"0:07:39",689,"0:11:29",False
"Planet of Allpa","RO",460,"0:07:40",691,"0:11:31",False
"European Union of Romanian Communists","RO",463,"0:07:43",695,"0:11:35",False
"Confederation of Outlying Nations","RO",464,"0:07:44",696,"0:11:36",False
"Global Oceanic Treaty Organization","Embassies",464,"0:07:44",696,"0:11:36",False
"United States of Glizzys","WFE, Embassies",465,"0:07:45",697,"0:11:37",False
"Duhmerican Alliance","WFE, Embassies",465,"0:07:45",697,"0:11:37",False
"Indilore World Trade Center","Embassies",465,"0:07:45",698,"0:11:38",False
"The Instrumental Alliance","RO, Embassies",476,"0:07:56",714,"0:11:54",False
"Organization of free nations","Embassies",478,"0:07:58",717,"0:11:57",False
"Federative","WFE",479,"0:07:59",719,"0:11:59",False
"Communism4life","WFE, RO, Embassies",480,"0:08:00",720,"0:12:00",False
"Brand New World","WFE, Embassies",487,"0:08:07",730,"0:12:10",False
"Warzone South America","WFE, RO, Embassies",487,"0:08:07",731,"0:12:11",False
"Deep Sea 8","RO, Embassies",487,"0:08:07",731,"0:12:11",False
"New SHIELD","RO, Embassies",488,"0:08:08",732,"0:12:12",False
"The Triad","WFE, Embassies",490,"0:08:10",735,"0:12:15",False
"Deziat","WFE, RO, Embassies",493,"0:08:13",739,"0:12:19",False
"ez ur bad","RO, Embassies",494,"0:08:14",740,"0:12:20",False
"Nations of the Orion Arm","WFE, Embassies",494,"0:08:14",740,"0:12:20",False
"The Royal Sovereign Alliance","WFE, RO, Embassies",494,"0:08:14",740,"0:12:20",False
"Silver Edge","RO, Embassies",494,"0:08:14",741,"0:12:21",False
"The League of Free Nations","RO",496,"0:08:16",743,"0:12:23",False
"The Mediterrannean","RO, Embassies",500,"0:08:20",749,"0:12:29",False
"Pro democracy coalition","Embassies",503,"0:08:23",755,"0:12:35",False
"Hemmes Alliance","RO, Embassies",503,"0:08:23",755,"0:12:35",False
"Infinite Zachisian Multiversal Lounge","Embassies",504,"0:08:24",756,"0:12:36",False
"The Great States of Fascist Nudists","Embassies",507,"0:08:27",761,"0:12:41",False
"The Holy See of Vagen","WFE, RO, Embassies",509,"0:08:29",764,"0:12:44",False
"Octavia Group","RO",509,"0:08:29",764,"0:12:44",False
"abolishes","Embassies",513,"0:08:33",770,"0:12:50",False
"The Average Confederacy","RO",514,"0:08:34",772,"0:12:52",False
"The Southern Alliance","WFE, RO, Embassies",516,"0:08:36",774,"0:12:54",False
"Alliance of Puppet Nations","Embassies",519,"0:08:39",779,"0:12:59",False
"Marleyean continent","Embassies",520,"0:08:40",780,"0:13:00",False
"The Userite Menace","WFE, RO, Embassies",520,"0:08:40",780,"0:13:00",False
"Smol Bean Paradise","RO, Embassies",520,"0:08:40",780,"0:13:00",False
"The Irish underwater","Embassies",529,"0:08:49",793,"0:13:13",False
"The Dragon Alliance","RO",529,"0:08:49",794,"0:13:14",False
"The Popptart Empire","RO, Embassies",529,"0:08:49",794,"0:13:14",False
"Ros Empire","WFE, Embassies",531,"0:08:51",797,"0:13:17",False
"IdiotsOfToday","WFE, Embassies",534,"0:08:54",801,"0:13:21",False
"Federation of sovereign nations","Embassies",539,"0:08:59",808,"0:13:28",False
"Theocratic States","RO, Embassies",541,"0:09:01",811,"0:13:31",False
"The Javinian Union","RO, Embassies",541,"0:09:01",811,"0:13:31",False
"West East North South Central Pacific","RO",541,"0:09:01",812,"0:13:32",False
"The Great Hermit Kingdom","RO",543,"0:09:03",814,"0:13:34",False
"Coral Reef 4","WFE, RO, Embassies",543,"0:09:03",814,"0:13:34",False
"absolutist","RO",544,"0:09:04",816,"0:13:36",False
"New Jahkku","WFE, RO",546,"0:09:06",819,"0:13:39",False
"best people","RO",548,"0:09:08",822,"0:13:42",False
"Union of Asia and the Pacific","WFE, RO, Embassies",695,"0:11:35",1042,"0:17:22",False
"The Golden Triangle","WFE, Embassies",714,"0:11:54",1071,"0:17:51",False
"Famous People","RO",714,"0:11:54",1071,"0:17:51",False
"United Communist Coalition","WFE, Embassies",715,"0:11:55",1073,"0:17:53",False
"Federation Of Andom","Embassies",729,"0:12:09",1093,"0:18:13",False
"Futa Paradise","Embassies",729,"0:12:09",1094,"0:18:14",False
"Indo Pacific Treaty Organization","RO, Embassies",729,"0:12:09",1094,"0:18:14",False
"The International Puppet Storge","WFE, Embassies",731,"0:12:11",1097,"0:18:17",False
"Quarks","RO",732,"0:12:12",1098,"0:18:18",False
"Chick Fil A","WFE, Embassies",733,"0:12:13",1099,"0:18:19",False
"Mario time","RO",734,"0:12:14",1101,"0:18:21",False
"New Telegos","WFE, RO, Embassies",736,"0:12:16",1104,"0:18:24",False
"West Coast Federation Pact","WFE, Embassies",747,"0:12:27",1120,"0:18:40",False
"The Islands of the Great Wrath","WFE, Embassies",747,"0:12:27",1120,"0:18:40",False
"absence","WFE, RO, Embassies",747,"0:12:27",1120,"0:18:40",False
"International Socialist Assembly","RO",747,"0:12:27",1120,"0:18:40",False
"The King Isle","Embassies",747,"0:12:27",1120,"0:18:40",False
"The End Of The World","RO",775,"0:12:55",1163,"0:19:23",False
"zoom vroom","WFE, RO, Embassies",776,"0:12:56",1165,"0:19:25",False
"Freedom Peninsula","WFE, Embassies",777,"0:12:57",1166,"0:19:26",False
"The Unknown Expanse","Embassies",778,"0:12:58",1168,"0:19:28",False
"socialist unions","Embassies",778,"0:12:58",1168,"0:19:28",False
"Trans Atlantic Trade Company","RO",783,"0:13:03",1174,"0:19:34",False
"THE HEBREW ALLIANCE","RO",783,"0:13:03",1174,"0:19:34",False
"fURRIES 4 NATIONSTATES XD","RO, Embassies",783,"0:13:03",1175,"0:19:35",False
"about","WFE, RO, Embassies",784,"0:13:04",1176,"0:19:36",False
"0527 yellow wattled lapwing","WFE, RO, Embassies",784,"0:13:04",1176,"0:19:36",False
"accidental","RO, Embassies",787,"0:13:07",1180,"0:19:40",False
"The Federal States of America","RO",787,"0:13:07",1180,"0:19:40",False
"Catz in the Hood","WFE, Embassies",789,"0:13:09",1183,"0:19:43",False
"abating","RO",789,"0:13:09",1184,"0:19:44",False
"The Diamond Alliance","RO, Embassies",790,"0:13:10",1185,"0:19:45",False
"Religious Peoples Democracy","RO",790,"0:13:10",1185,"0:19:45",False
"The Great Region Of Flurp Flurp Land","RO, Embassies",790,"0:13:10",1185,"0:19:45",False
"The german lands","RO",793,"0:13:13",1189,"0:19:49",False
"North Newtown","WFE, Embassies",795,"0:13:15",1192,"0:19:52",False
"North Texas Idiots","WFE, RO, Embassies",795,"0:13:15",1193,"0:19:53",False
"Confederate Nations of TomFoolery","WFE, RO, Embassies",795,"0:13:15",1193,"0:19:53",False
"The Shiny Place","RO, Embassies",796,"0:13:16",1194,"0:19:54",False
"absorber","RO, Embassies",797,"0:13:17",1196,"0:19:56",False
"The Orient League","RO, Embassies",797,"0:13:17",1196,"0:19:56",False
"The Luxan Empire","WFE, Embassies",799,"0:13:19",1198,"0:19:58",False
"Republic of balls","RO",803,"0:13:23",1204,"0:20:04",False
"New Allies Of Seasons","RO, Embassies",807,"0:13:27",1210,"0:20:10",False
"Abe","WFE, RO, Embassies",810,"0:13:30",1215,"0:20:15",False
"The Dictator","WFE, RO, Embassies",810,"0:13:30",1215,"0:20:15",False
"Terram Mentis","Embassies",812,"0:13:32",1217,"0:20:17",False
"Jupiterian Moon Colononies","RO, Embassies",812,"0:13:32",1218,"0:20:18",False
"Union of United Penguins","Embassies",812,"0:13:32",1218,"0:20:18",False
"New Polar Order","Embassies",812,"0:13:32",1218,"0:20:18",False
"Land of Abisa","WFE, RO, Embassies",816,"0:13:36",1223,"0:20:23",False
"THICCEST THANGZ","WFE, Embassies",820,"0:13:40",1229,"0:20:29",False
"Holy Elysium","RO",820,"0:13:40",1229,"0:20:29",False
"Grand kingdom free region","RO",820,"0:13:40",1230,"0:20:30",False
"Confederacy of Dictators","WFE, Embassies",842,"0:14:02",1263,"0:21:03",False
"oppression is the best","WFE, RO, Embassies",864,"0:14:24",1296,"0:21:36",False
"Pinkusuta Noniwa","WFE, Embassies",867,"0:14:27",1300,"0:21:40",False
"Walsingford","RO",870,"0:14:30",1304,"0:21:44",False
"Autasmania","WFE, RO, Embassies",870,"0:14:30",1304,"0:21:44",False
"NANI","WFE",870,"0:14:30",1304,"0:21:44",False
"Neo Orbis","WFE, Embassies",870,"0:14:30",1305,"0:21:45",False
"atlantiantic","RO, Embassies",870,"0:14:30",1305,"0:21:45",False
"the Crubish States","WFE, RO, Embassies",871,"0:14:31",1306,"0:21:46",False
"The Monke Hangout","WFE, RO, Embassies",871,"0:14:31",1306,"0:21:46",False
"The United Antarctic People","WFE, Embassies",873,"0:14:33",1309,"0:21:49",False
"Graphic Arts","WFE, RO, Embassies",874,"0:14:34",1312,"0:21:52",False
"Bengalistan","Embassies",880,"0:14:40",1321,"0:22:01",False
"West African Islands","WFE, RO, Embassies",881,"0:14:41",1322,"0:22:02",False
"Freedom country","RO",881,"0:14:41",1322,"0:22:02",False
"Lodia","WFE, RO, Embassies",881,"0:14:41",1322,"0:22:02",False
"The Incorporated states of power","WFE, Embassies",882,"0:14:42",1323,"0:22:03",False
"Jojos bizarre reigon","Embassies",884,"0:14:44",1327,"0:22:07",False
"abnegating","RO",897,"0:14:57",1346,"0:22:26",False
"Sierra","RO",901,"0:15:01",1352,"0:22:32",False
"Open Ocean 9","RO",903,"0:15:03",1354,"0:22:34",False
"Sand Dune","RO, Embassies",903,"0:15:03",1355,"0:22:35",False
"the region of evil nations","RO",903,"0:15:03",1355,"0:22:35",False
"Dogecoin League","RO, Embassies",905,"0:15:05",1357,"0:22:37",False
"The Small Islands","RO, Embassies",905,"0:15:05",1358,"0:22:38",False
"NBF","Embassies",908,"0:15:08",1362,"0:22:42",False
"WesternAmerica","RO",909,"0:15:09",1363,"0:22:43",False
"KINGS","Embassies",909,"0:15:09",1364,"0:22:44",False
"BackRub","RO, Embassies",914,"0:15:14",1370,"0:22:50",False
"The Terrarian World","RO",914,"0:15:14",1371,"0:22:51",False
"Order of the Phoenix","WFE, RO, Embassies",914,"0:15:14",1371,"0:22:51",False
"BOTs","RO",916,"0:15:16",1374,"0:22:54",False
"accommodated","WFE, Embassies",917,"0:15:17",1375,"0:22:55",False
"Dictator Paradise","Embassies",918,"0:15:18",1376,"0:22:56",False
"abbacy","WFE, Embassies",920,"0:15:20",1379,"0:22:59",False
"abridged","RO",922,"0:15:22",1382,"0:23:02",False
